//==============================================================================
//Monster Set Base File [KOR]
//#www.darksideofmu.com
//by DaRKav (darkav@hotmail.com)
//------------------------------------------------------------------------------
//Revision 25 Apr, 2008		
//==============================================================================
//0 - Guards / NPC / Traps
//1 - Spots
//2 - Normal Monster
//3 - Bone King / Golden Monsters
//4 - Blood Castle Monsters / Gate / Others

//=========================================================================================
//	Invasion Golden
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir 	Quant  Name	
3
43	3	30	10	10	240	240	-1	4	//Golden Budge Dragon
44	0	30	182	128	195	145	-1	7	//Golden Dragon
53	0	30	185	132	185	132	-1	2	//Golden Titan
55	0	30	132	83	132	83	-1	2	//Death King
54	0	30	183	128	188	135	-1	15	//Golden Soldier
56	0	30	132	83	138	90	-1	15	//Death Bone
78	0	30	10	10	240	240	-1	2	//Golden Goblin
79	0	30	10	10	240	240	-1	4	//Golden Dragon
80	0	30	185	132	185	132	-1	2	//Golden Lizard King
81	0	30	132	83	132	83	-1	7	//Golden Vepar
82	0	30	183	128	188	135	-1	2	//Golden Tantallos
83	0	30	132	83	138	90	-1	15	//Golden Iron Wheel
end

//=========================================================================================						
//	Lorencia NPCs						
//=========================================================================================						
//Mob	Map	Rad	X	Y	Str	Name
0
333 	36 	30 	108 	37 	-1 	//Bloody Soldier
333 	36 	30 	107 	41 	-1 	//Bloody Soldier
333 	36 	30	115 	65 	-1 	//Bloody Soldier
333 	36 	30 	115 	60 	-1 	//Bloody Soldier
333 	36 	30 	104 	66 	-1 	//Bloody Soldier
333 	36 	30 	116 	75 	-1 	//Bloody Soldier
334 	36 	30 	109 	54 	-1 	//Death Angel
334 	36 	30 	107 	54 	-1  	//Death Angel
334 	36 	30 	120 	67 	-1  	//Death Angel
334 	36 	30 	115 	78 	-1  	//Death Angel
334 	36 	30 	118 	78 	-1  	//Death Angel
334 	36 	30 	105 	91 	-1  	//Death Angel
334 	36 	30 	97 	96 	-1  	//Death Angel
334 	36 	30 	101 	92 	-1  	//Death Angel
334 	36 	30 	109 	101 	-1  	//Death Angel
334 	36 	30 	88 	87 	-1  	//Death Angel
335 	36 	30 	113 	83 	-1 	//Necron
335 	36 	30 	122 	96 	-1 	//Necron
335 	36 	30 	101 	108 	-1 	//Necron
335 	36 	30 	81 	81 	-1 	//Necron
335 	36 	30 	87 	92 	-1 	//Necron
335 	36 	30 	73 	77 	-1 	//Necron
335 	36 	30 	77 	82 	-1 	//Necron
335 	36 	30 	63 	69 	-1 	//Necron
336 	36	30 	77 	86 	-1 	//Death Centurion
336 	36 	30 	82 	91 	-1  	//Death Centurion
336 	36 	30 	70 	69 	-1  	//Death Centurion
336 	36 	30 	54 	78 	-1  	//Death Centurion
336 	36 	30 	65 	71 	-1  	//Death Centurion
337 	36 	30 	37 	68 	-1 	//Schriker
337 	36 	30 	45 	70 	-1 	//Schriker
337 	36 	30 	36 	49 	-1 	//Schriker
337 	36 	30 	30 	62 	-1 	//Schriker
337 	36 	30 	27 	48 	-1 	//Schriker
337 	36 	30 	41 	76 	-1 	//Schriker
337 	36 	30 	45 	90 	-1 	//Schriker
337 	36 	30 	36 	104 	-1 	//Schriker
337 	36 	30 	48 	112 	-1 	//Schriker
337 	36 	30 	43 	91 	-1 	//Schriker
337 	36 	30 	42 	94 	-1 	//Schriker
337 	36 	30 	38 	112 	-1 	//Schriker
end

//=========================================================================================
//================================= Aida - ===============================================
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
304	33	30	106	49	-1	//Witch Queen
304	33	30	120	97	-1	//Witch Queen
304	33	30	125	82	-1	//Witch Queen
304	33	30	137	125	-1	//Witch Queen
304	33	30	141	76	-1	//Witch Queen
304	33	30	106	49	-1	//Witch Queen
304	33	30	120	97	-1	//Witch Queen
304	33	30	125	82	-1	//Witch Queen
304	33	30	137	125	-1	//Witch Queen
304	33	30	141	76	-1	//Witch Queen
305	33	30	81	80	-1	//Blue Golem
305	33	30	83	121	-1	//Blue Golem
305	33	30	88	62	-1	//Blue Golem
305	33	30	92	45	-1	//Blue Golem
305	33	30	92	86	-1	//Blue Golem
305	33	30	94	158	-1	//Blue Golem
305	33	30	94	158	-1	//Blue Golem
305	33	30	95	150	-1	//Blue Golem
305	33	30	102	175	-1	//Blue Golem
305	33	30	104	42	-1	//Blue Golem
305	33	30	104	160	-1	//Blue Golem
305	33	30	111	94	-1	//Blue Golem
305	33	30	113	79	-1	//Blue Golem
305	33	30	113	155	-1	//Blue Golem
305	33	30	114	67	-1	//Blue Golem
305	33	30	115	143	-1	//Blue Golem
305	33	30	116	86	-1	//Blue Golem
305	33	30	116	114	-1	//Blue Golem
305	33	30	125	112	-1	//Blue Golem
305	33	30	126	73	-1	//Blue Golem
305	33	30	131	94	-1	//Blue Golem
305	33	30	133	79	-1	//Blue Golem
305	33	30	133	133	-1	//Blue Golem
305	33	30	134	106	-1	//Blue Golem
305	33	30	136	66	-1	//Blue Golem
305	33	30	146	72	-1	//Blue Golem
305	33	30	148	93	-1	//Blue Golem
305	33	30	157	166	-1	//Blue Golem
305	33	30	167	127	-1	//Blue Golem
305	33	30	168	140	-1	//Blue Golem
305	33	30	168	168	-1	//Blue Golem
305	33	30	169	174	-1	//Blue Golem
305	33	30	180	40	-1	//Blue Golem
305	33	30	185	147	-1	//Blue Golem
305	33	30	194	19	-1	//Blue Golem
305	33	30	197	148	-1	//Blue Golem
305	33	30	208	168	-1	//Blue Golem
305	33	30	235	101	-1	//Blue Golem
306	33	30	85	145	-1	//Death Rider
306	33	30	88	126	-1	//Death Rider
306	33	30	89	109	-1	//Death Rider
306	33	30	93	173	-1	//Death Rider
306	33	30	100	58	-1	//Death Rider
306	33	30	119	56	-1	//Death Rider
306	33	30	126	156	-1	//Death Rider
306	33	30	126	156	-1	//Death Rider
306	33	30	136	144	-1	//Death Rider
306	33	30	145	87	-1	//Death Rider
306	33	30	149	112	-1	//Death Rider
306	33	30	161	117	-1	//Death Rider
306	33	30	167	152	-1	//Death Rider
306	33	30	169	82	-1	//Death Rider
306	33	30	176	124	-1	//Death Rider
306	33	30	186	89	-1	//Death Rider
306	33	30	188	133	-1	//Death Rider
306	33	30	189	179	-1	//Death Rider
306	33	30	190	144	-1	//Death Rider
306	33	30	191	138	-1	//Death Rider
306	33	30	196	146	-1	//Death Rider
306	33	30	200	177	-1	//Death Rider
306	33	30	201	154	-1	//Death Rider
306	33	30	207	54	-1	//Death Rider
306	33	30	209	75	-1	//Death Rider
306	33	30	216	35	-1	//Death Rider
306	33	30	221	60	-1	//Death Rider
306	33	30	223	158	-1	//Death Rider
306	33	30	227	52	-1	//Death Rider
306	33	30	230	12	-1	//Death Rider
306	33	30	232	31	-1	//Death Rider
306	33	30	233	61	-1	//Death Rider
306	33	30	234	71	-1	//Death Rider
306	33	30	234	80	-1	//Death Rider
306	33	30	234	146	-1	//Death Rider
306	33	30	235	90	-1	//Death Rider
307	33	30	86	171	-1	//Forest Orc
307	33	30	126	20	-1	//Forest Orc
307	33	30	126	26	-1	//Forest Orc
307	33	30	148	10	-1	//Forest Orc
307	33	30	148	19	-1	//Forest Orc
307	33	30	149	35	-1	//Forest Orc
307	33	30	157	16	-1	//Forest Orc
307	33	30	158	46	-1	//Forest Orc
307	33	30	165	77	-1	//Forest Orc
307	33	30	166	57	-1	//Forest Orc
307	33	30	172	11	-1	//Forest Orc
307	33	30	176	60	-1	//Forest Orc
307	33	30	183	96	-1	//Forest Orc
307	33	30	187	17	-1	//Forest Orc
307	33	30	189	55	-1	//Forest Orc
307	33	30	190	40	-1	//Forest Orc
307	33	30	190	79	-1	//Forest Orc
307	33	30	194	33	-1	//Forest Orc
307	33	30	196	45	-1	//Forest Orc
307	33	30	199	108	-1	//Forest Orc
307	33	30	210	122	-1	//Forest Orc
307	33	30	212	62	-1	//Forest Orc
307	33	30	213	82	-1	//Forest Orc
307	33	30	213	137	-1	//Forest Orc
307	33	30	214	10	-1	//Forest Orc
307	33	30	215	162	-1	//Forest Orc
307	33	30	225	149	-1	//Forest Orc
307	33	30	226	67	-1	//Forest Orc
307	33	30	226	140	-1	//Forest Orc
307	33	30	232	43	-1	//Forest Orc
307	33	30	233	125	-1	//Forest Orc
307	33	30	234	111	-1	//Forest Orc
307	33	30	234	155	-1	//Forest Orc
307	33	30	236	135	-1	//Forest Orc
308	33	30	103	16	-1	//Death Tree
308	33	30	104	14	-1	//Death Tree
308	33	30	108	13	-1	//Death Tree
308	33	30	108	14	-1	//Death Tree
308	33	30	109	15	-1	//Death Tree
308	33	30	107	16	-1	//Death Tree
308	33	30	113	8	-1	//Death Tree
308	33	30	118	16	-1	//Death Tree
308	33	30	136	23	-1	//Death Tree
308	33	30	137	13	-1	//Death Tree
308	33	30	150	46	-1	//Death Tree
308	33	30	157	23	-1	//Death Tree
308	33	30	158	10	-1	//Death Tree
308	33	30	162	70	-1	//Death Tree
308	33	30	164	18	-1	//Death Tree
308	33	30	166	48	-1	//Death Tree
308	33	30	174	23	-1	//Death Tree
308	33	30	177	16	-1	//Death Tree
308	33	30	189	38	-1	//Death Tree
308	33	30	189	95	-1	//Death Tree
308	33	30	195	26	-1	//Death Tree
308	33	30	196	99	-1	//Death Tree
308	33	30	200	71	-1	//Death Tree
308	33	30	204	12	-1	//Death Tree
308	33	30	205	31	-1	//Death Tree
308	33	30	206	91	-1	//Death Tree
308	33	30	211	30	-1	//Death Tree
308	33	30	214	114	-1	//Death Tree
308	33	30	219	91	-1	//Death Tree
308	33	30	222	75	-1	//Death Tree
308	33	30	223	130	-1	//Death Tree
308	33	30	224	14	-1	//Death Tree
308	33	30	228	111	-1	//Death Tree
309	33	30	108	147	-1	//Hell Maine
309	33	30	112	47	-1	//Hell Maine
end

//Aida - Spots
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name
1
305  	33 	0 	186 	172 	8 	3 	-1 	15 	//Death Tree
306  	33 	0 	166 	164 	8 	3 	-1 	10	//
end

//=========================================================================================							
//=========================== Kantru - Monster - =============================================							
//=========================================================================================							
//Mob	Map	Rad	X	Y	Str	Name	
2
350	37	30	188	11	-1	//Berserk
350	37	30	151	11	-1	//Berserk
350	37	30	154	41	-1	//Berserk
350	37	30	150	56	-1	//Berserk
350	37	30	158	57	-1	//Berserk
350	37	30	165	50	-1	//Berserk
350	37	30	92	34	-1	//Berserk
350	37	30	137	47	-1	//Berserk
350	37	30	85	61	-1	//Berserk
350	37	30	85	21	-1	//Berserk
350	37	30	61	31	-1	//Berserk
350	37	30	71	20	-1	//Berserk
350	37	30	46	34	-1	//Berserk
350	37	30	64	97	-1	//Berserk
350	37	30	66	99	-1	//Berserk
350	37	30	48	103	-1	//Berserk
350	37	30	31	87	-1	//Berserk
350	37	30	50	49	-1	//Berserk
350	37	30	55	104	-1	//Berserk
350	37	30	38	51	-1	//Berserk
350	37	30	56	44	-1	//Berserk
350	37	30	65	35	-1	//Berserk
350	37	30	101	68	-1	//Berserk
350	37	30	122	22	-1	//Berserk
350	37	30	129	19	-1	//Berserk
350	37	30	137	26	-1	//Berserk
350	37	30	117	40	-1	//Berserk
350	37	30	145	47	-1	//Berserk
350	37	30	225	141	-1	//Berserk
350	37	30	157	204	-1	//Berserk
350	37	30	170	224	-1	//Berserk
350	37	30	189	211	-1	//Berserk
351	37	30	188	218	-1	//Sprinter Wolf
351	37	30	159	232	-1	//Sprinter Wolf
351	37	30	36	234	-1	//Sprinter Wolf
351	37	30	42	235	-1	//Sprinter Wolf
351	37	30	118	232	-1	//Sprinter Wolf
351	37	30	55	228	-1	//Sprinter Wolf
351	37	30	75	231	-1	//Sprinter Wolf
351	37	30	69	238	-1	//Sprinter Wolf
351	37	30	174	196	-1	//Sprinter Wolf
351	37	30	94	234	-1	//Sprinter Wolf
351	37	30	100	240	-1	//Sprinter Wolf
351	37	30	114	239	-1	//Sprinter Wolf
351	37	30	135	223	-1	//Sprinter Wolf
351	37	30	143	239	-1	//Sprinter Wolf
351	37	30	151	206	-1	//Sprinter Wolf
351	37	30	155	196	-1	//Sprinter Wolf
351	37	30	180	225	-1	//Sprinter Wolf
351	37	30	172	215	-1	//Sprinter Wolf
351	37	30	42	227	-1	//Sprinter Wolf
352	37	30	207	187	-1	//Iron Rider
352	37	30	187	205	-1	//Iron Rider
352	37	30	172	205	-1	//Iron Rider
352	37	30	207	195	-1	//Iron Rider
352	37	30	198	179	-1	//Iron Rider
352	37	30	180	164	-1	//Iron Rider
352	37	30	174	170	-1	//Iron Rider
352	37	30	185	148	-1	//Iron Rider
352	37	30	165	157	-1	//Iron Rider
352	37	30	165	165	-1	//Iron Rider
352	37	30	175	150	-1	//Iron Rider
352	37	30	214	143	-1	//Iron Rider
352	37	30	217	145	-1	//Iron Rider
352	37	30	204	137	-1	//Iron Rider
352	37	30	195	156	-1	//Iron Rider
352	37	30	195	148	-1	//Iron Rider
352	37	30	236	135	-1	//Iron Rider
352	37	30	223	132	-1	//Iron Rider
352	37	30	212	125	-1	//Iron Rider
352	37	30	222	113	-1	//Iron Rider
353	37	30	217	141	-1	//Satyros
353	37	30	226	154	-1	//Satyros
353	37	30	218	164	-1	//Satyros
353	37	30	213	165	-1	//Satyros
353	37	30	195	152	-1	//Satyros
353	37	30	193	181	-1	//Satyros
353	37	30	166	162	-1	//Satyros
353	37	30	182	150	-1	//Satyros
353	37	30	233	123	-1	//Satyros
353	37	30	234	132	-1	//Satyros
353	37	30	236	91	-1	//Satyros
353	37	30	231	96	-1	//Satyros
353	37	30	234	101	-1	//Satyros
353	37	30	220	155	-1	//Satyros
353	37	30	178	168	-1	//Satyros
353	37	30	225	86	-1	//Satyros
353	37	30	224	82	-1	//Satyros
353	37	30	230	82	-1	//Satyros
353	37	30	229	58	-1	//Satyros
353	37	30	226	68	-1	//Satyros
353	37	30	206	38	-1	//Satyros
353	37	30	213	44	-1	//Satyros
353	37	30	214	35	-1	//Satyros
353	37	30	215	37	-1	//Satyros
353	37	30	224	43	-1	//Satyros
354	37	30	204	35	-1	//Blade Hunter
354	37	30	221	47	-1	//Blade Hunter
354	37	30	207	40	-1	//Blade Hunter
354	37	30	189	14	-1	//Blade Hunter
354	37	30	187	7	-1	//Blade Hunter
354	37	30	175	10	-1	//Blade Hunter
354	37	30	148	19	-1	//Blade Hunter
354	37	30	155	18	-1	//Blade Hunter
354	37	30	164	22	-1	//Blade Hunter
354	37	30	165	40	-1	//Blade Hunter
354	37	30	167	43	-1	//Blade Hunter
354	37	30	152	59	-1	//Blade Hunter
354	37	30	156	59	-1	//Blade Hunter
354	37	30	148	51	-1	//Blade Hunter
354	37	30	134	39	-1	//Blade Hunter
354	37	30	138	39	-1	//Blade Hunter
354	37	30	142	41	-1	//Blade Hunter
354	37	30	120	28	-1	//Blade Hunter
354	37	30	126	18	-1	//Blade Hunter
354	37	30	124	25	-1	//Blade Hunter
354	37	30	116	43	-1	//Blade Hunter
354	37	30	122	44	-1	//Blade Hunter
355	37	30	176	41	-1	//Kentauros
355	37	30	181	15	-1	//Kentauros
355	37	30	153	15	-1	//Kentauros
355	37	30	163	33	-1	//Kentauros
355	37	30	181	27	-1	//Kentauros
355	37	30	137	42	-1	//Kentauros
355	37	30	136	51	-1	//Kentauros
355	37	30	117	26	-1	//Kentauros
355	37	30	119	55	-1	//Kentauros
355	37	30	115	65	-1	//Kentauros
355	37	30	76	53	-1	//Kentauros
355	37	30	72	62	-1	//Kentauros
355	37	30	87	71	-1	//Kentauros
356	37	30	87	36	-1	//Gigantis
356	37	30	77	28	-1	//Gigantis
356	37	30	66	21	-1	//Gigantis
356	37	30	59	40	-1	//Gigantis
356	37	30	90	39	-1	//Gigantis
356	37	30	41	37	-1	//Gigantis
356	37	30	51	32	-1	//Gigantis
356	37	30	77	19	-1	//Gigantis
356	37	30	68	28	-1	//Gigantis
357	37	30	37	59	-1	//Genocider
357	37	30	45	70	-1	//Genocider
357	37	30	35	69	-1	//Genocider
357	37	30	63	101	-1	//Genocider
357	37	30	35	55	-1	//Genocider
357	37	30	32	76	-1	//Genocider
357	37	30	58	104	-1	//Genocider
357	37	30	58	92	-1	//Genocider
357	37	30	46	102	-1	//Genocider
357	37	30	47	54	-1	//Genocider
357	37	30	44	44	-1	//Genocider
end

//=========================================================================================							
//=========================== Kantru - Monster - =============================================							
//=========================================================================================							
//Mob	Map	Rad	X	Y	Str	Name	
2
//Traps
105	38	30	97	96	8	//Canon Trap
105	38	30	97	78	8	//Canon Trap
105	38	30	122	74	8	//Canon Trap
105	38	30	136	70	8	//Canon Trap
105	38	30	152	78	8	//Canon Trap
105	38	30	177	89	8	//Canon Trap
105	38	30	186	105	8	//Canon Trap
105	38	30	201	134	8	//Canon Trap
105	38	30	150	152	8	//Canon Trap
105	38	30	138	152	8	//Canon Trap
105	38	30	107	153	8	//Canon Trap
105	38	30	111	153	8	//Canon Trap
105	38	30	123	79	8	//Canon Trap
105	38	30	137	104	8	//Canon Trap
106	38	30	141	155	8	//Laser Trap
106	38	30	138	166	8	//Laser Trap
106	38	30	141	166	8	//Laser Trap
106	38	30	144	166	8	//Laser Trap
106	38	30	138	171	8	//Laser Trap
106	38	30	141	171	8	//Laser Trap
106	38	30	144	171	8	//Laser Trap
106	38	30	138	177	8	//Laser Trap
106	38	30	141	177	8	//Laser Trap
106	38	30	144	177	8	//Laser Trap
106	38	30	138	183	8	//Laser Trap
106	38	30	141	183	8	//Laser Trap
106	38	30	144	183	8	//Laser Trap
//Monsters
358	38	30	140	76	-1	//Persona
358	38	30	97	78	-1	//Persona
358	38	30	124	69	-1	//Persona
358	38	30	138	67	-1	//Persona
358	38	30	183	86	-1	//Persona
358	38	30	175	104	-1	//Persona
358	38	30	106	159	-1	//Persona
358	38	30	111	159	-1	//Persona
358	38	30	105	133	-1	//Persona
358	38	30	119	126	-1	//Persona
358	38	30	135	150	-1	//Persona
358	38	30	177	129	-1	//Persona
358	38	30	193	146	-1	//Persona
358	38	30	195	105	-1	//Persona
358	38	30	163	82	-1	//Persona
358	38	30	132	97	-1	//Persona
358	38	30	158	137	-1	//Persona
358	38	30	171	141	-1	//Persona
358	38	30	147	148	-1	//Persona
358	38	30	152	120	-1	//Persona
358	38	30	102	78	-1	//Persona
358	38	30	128	69	-1	//Persona
358	38	30	156	120	-1	//Persona
358	38	30	127	135	-1	//Persona
358	38	30	106	154	-1	//Persona
358	38	30	111	154	-1	//Persona
358	38	30	108	148	-1	//Persona
359	38	30	159	98	-1	//Twin Tail
359	38	30	100	97	-1	//Twin Tail
359	38	30	99	85	-1	//Twin Tail
359	38	30	125	74	-1	//Twin Tail
359	38	30	113	96	-1	//Twin Tail
359	38	30	111	79	-1	//Twin Tail
359	38	30	123	88	-1	//Twin Tail
359	38	30	139	99	-1	//Twin Tail
359	38	30	178	92	-1	//Twin Tail
359	38	30	198	121	-1	//Twin Tail
359	38	30	197	136	-1	//Twin Tail
359	38	30	126	98	-1	//Twin Tail
359	38	30	135	88	-1	//Twin Tail
359	38	30	117	135	-1	//Twin Tail
359	38	30	101	139	-1	//Twin Tail
359	38	30	149	85	-1	//Twin Tail
359	38	30	153	78	-1	//Twin Tail
359	38	30	151	160	-1	//Twin Tail
359	38	30	179	139	-1	//Twin Tail
359	38	30	187	145	-1	//Twin Tail
359	38	30	168	94	-1	//Twin Tail
359	38	30	199	131	-1	//Twin Tail
359	38	30	195	115	-1	//Twin Tail
359	38	30	185	97	-1	//Twin Tail
360	38	30	122	127	-1	//Dreadfear
360	38	30	110	140	-1	//Dreadfear
360	38	30	140	162	-1	//Dreadfear
360	38	30	176	117	-1	//Dreadfear
360	38	30	162	129	-1	//Dreadfear
360	38	30	167	129	-1	//Dreadfear
360	38	30	137	142	-1	//Dreadfear
360	38	30	150	151	-1	//Dreadfear
360	38	30	163	148	-1	//Dreadfear
360	38	30	177	150	-1	//Dreadfear
360	38	30	152	110	-1	//Dreadfear
360	38	30	164	112	-1	//Dreadfear
end

//=========================================================================================							
//=========================== Illusion Temple 1 - Monster - =================================						
//=========================================================================================							
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name	
1
386	45	30	167	98	171	99	-1	15	//HumpBackRed
387	45	30	175	103	184	103	-1	15	//HumpBackViolet
388	45	30	167	113	169	105	-1	15	//Liliputan
end

//=========================================================================================							
//=========================== Illusion Temple 2 - Monster - =================================						
//=========================================================================================							
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name	
1
389	46	30	167	98	171	99	-1	15	//HumpBackRed
390	46	30	175	103	184	103	-1	15	//HumpBackViolet
391	46	30	167	113	169	105	-1	15	//Liliputan
end

//=========================================================================================							
//=========================== Illusion Temple 3 - Monster - =================================						
//=========================================================================================							
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name	
1
392	47	30	167	98	171	99	-1	15	//HumpBackRed
393	47	30	175	103	184	103	-1	15	//HumpBackViolet
394	47	30	167	113	169	105	-1	15	//Liliputan
end

//=========================================================================================							
//=========================== Illusion Temple 4 - Monster - =================================						
//=========================================================================================							
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name	
1
395	48	30	167	98	171	99	-1	15	//HumpBackRed
396	48	30	175	103	184	103	-1	15	//HumpBackViolet
397	46	30	167	113	169	105	-1	15	//Liliputan
end

//=========================================================================================							
//=========================== Illusion Temple 5 - Monster - =================================						
//=========================================================================================							
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name	
1
398	49	30	167	98	171	99	-1	15	//HumpBackRed
390	49	30	175	103	184	103	-1	15	//HumpBackViolet
400	49	30	167	113	169	105	-1	15	//Liliputan
end

//=========================================================================================							
//=========================== Illusion Temple 6 - Monster - =================================						
//=========================================================================================							
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name	
1
401	50	30	167	98	171	99	-1	15	//HumpBackRed
402	50	30	175	103	184	103	-1	15	//HumpBackViolet
403	50	30	167	113	169	105	-1	15	//Liliputan
end

1
//Devias 3
20	2	10	221	212	226	217	-1	10	//Yetis
//Atlans2
51	7	10	223	45	230	56	-1	8	//Silver Valkyrie
//Atlans3
52	7	10	170 	140	175 	145	-1	8	//Silver Valkyrie
end

//=========================================================================================							
//=========================== Elbeland - Monster - =================================						
//=========================================================================================							
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name	
2
418	51	3	50	152	-1	//Orc Warrior
418	51	3	51	151	-1	//Orc Warrior
418	51	3	49	151	-1	//Orc Warrior
418	51	3	49	151	-1	//Orc Warrior
419	51	3	52	152	-1	//Dirty Butterfly
419	51	3	48	150	-1	//Dirty Butterfly
419	51	3	47	149	-1	//Dirty Butterfly
419	51	3	47	149	-1	//Dirty Butterfly
418	51	3	78	165	-1	//Orc Warrior
418	51	3	75	162	-1	//Orc Warrior
418	51	3	73	171	-1	//Orc Warrior
418	51	3	73	171	-1	//Orc Warrior
419	51	3	80	169	-1	//Dirty Butterfly
419	51	3	80	169	-1	//Dirty Butterfly
419	51	3	80	169	-1	//Dirty Butterfly
419	51	3	80	169	-1	//Dirty Butterfly
418	51	3	111	216	-1	//Orc Warrior
418	51	3	113	215	-1	//Orc Warrior
418	51	3	112	214	-1	//Orc Warrior
418	51	3	112	214	-1	//Orc Warrior
419	51	3	112	213	-1	//Dirty Butterfly
419	51	3	113	214	-1	//Dirty Butterfly
419	51	3	114	215	-1	//Dirty Butterfly
419	51	3	113	214	-1	//Dirty Butterfly
420	51	3	104	60	-1	//Rabbits
420	51	3	105	61	-1	//Rabbits
420	51	3	105	61	-1	//Rabbits
420	51	3	104	62	-1	//Rabbits
421	51	3	103	59	-1	//Wolf Man
421	51	3	104	58	-1	//Wolf Man
421	51	3	104	58	-1	//Wolf Man
421	51	3	103	60	-1	//Wolf Man
422	51	3	87	42	-1	//Curser Rich
422	51	3	86	41	-1	//Curser Rich
422	51	3	86	41	-1	//Curser Rich
422	51	3	88	40	-1	//Curser Rich
422	51	3	86	43	-1	//Curser Rich
422	51	3	87	42	-1	//Curser Rich
422	51	3	88	41	-1	//Curser Rich
423	51	3	193	144	-1	//Totem Golem
423	51	3	192	145	-1	//Totem Golem
423	51	3	193	146	-1	//Totem Golem
423	51	3	193	143	-1	//Totem Golem
424	51	3	194	144	-1	//Beasty
424	51	3	195	145	-1	//Beasty
424	51	3	177	174	-1	//Beasty
424	51	3	177	173	-1	//Beasty
425	51	3	178	172	-1	//CaptainBeasty
425	51	3	178	175	-1	//CaptainBeasty
425	51	3	176	176	-1	//CaptainBeasty
425	51	3	196	175	-1	//CaptainBeasty
end

//=========================================================================================
//================================== Raklion - ============================================
//=========================================================================================
1
454	57	30	171	211	171	211	-1	3	//Ice
454	57	30	159	214	159	214	-1	2	//Ice
454	57	30	153	223	153	223	-1	3	//Ice
454	57	30	145	196	145	196	-1	2	//Ice
454	57	30	134	218	134	218	-1	3	//Ice

455	57	30	98	214	98	214	-1	3	//Giant Mammoth
455	57	30	89	193	89	193	-1	2	//Giant Mammoth
455	57	30	103	181	103	181	-1	3	//Giant Mammoth
455	57	30	134	181	134	181	-1	2	//Giant Mammoth
455	57	30	136	178	136	178	-1	2	//Giant Mammoth

456	57	30	131	134	131	134	-1	3	//Ice Giant
456	57	30	139	125	139	125	-1	2	//Ice Giant
456	57	30	156	122	156	122	-1	3	//Ice Giant
456	57	30	149	106	149	106	-1	2	//Ice Giant
456	57	30	186	98	186	98	-1	2	//Ice Giant

457	57	30	209	112	209	112	-1	2	//Cooler
457	57	30	217	97	217	97	-1	3	//Cooler
457	57	30	217	82	217	82	-1	2	//Cooler

460	57	30	217	66	217	66	-1	1	//Spider Egg
460	57	30	222	48	222	48	-1	1	//Spider Egg
460	57	30	220	36	220	36	-1	1	//Spider Egg
460	57	30	206	35	206	35	-1	1	//Spider Egg

461	57	30	186	26	186	26	-1	1	//Spider Egg
461	57	30	186	21	186	21	-1	1	//Spider Egg

455	57	30	173	179	185	206	-1	7	//Giant Mammoth
454	57	30	142	180	154	224	-1	10	//Ice
456	57	30	142	180	154	224	-1	10	//Ice Giant
457	57	30	102	177	142	184	-1	10	//Cooler
458	57	30	89	185	103	226	-1	14	//Iron Knight
457	57	30	115	134	140	146	-1	7	//Cooler
454	57	30	193	96	209	161	-1	14	//Ice
456	57	30	221	77	230	142	-1	14	//Ice Giant
460	57	30	193	21	221	71	-1	3	//Spider Egg
461	57	30	175	24	197	24	-1	2	//Spider Egg
462	57	30	166	73	198	55	-1	2	//Spider Egg
end

//=========================================================================================
//================================== Vulcanus Graveyard ===================================
//=========================================================================================
1
481	63	30	131	214	163	190 	-1 	10	//Zombier
482	63	30	173	192	194	176 	-1 	6	//Gladiator
483	63	30	92	179	92	179	-1 	6	//Hell Gladiator
484	63	30	92	179	92	179 	-1 	8	//Butcher
481	63	30	59	139	48	165 	-1 	6	//Zombier
482	63	30	65	164	65	164 	-1 	5	//Gladiator
483	63	30	65	164	65	164 	-1 	6	//Hell Gladiator
484	63	30	69	181	69	181 	-1 	6	//Butcher
481	63	30	69	181	69	181 	-1 	7	//Zombier
482	63	30	117	84	88	60 	-1 	6	//Gladiator
483	63	30	108	58	119	68 	-1 	7	//Hell Gladiator
484	63	30	74	90	85	78 	-1 	5	//Butcher
481	63	30	170	143	183	130 	-1 	6	//Zombier
482	63	30	175	109	182	117 	-1 	6	//Gladiator
483	63	30	188	124	202	119 	-1 	5	//Hell Gladiator
484	63	30	199	110	199	110 	-1 	6	//Butcher
481	63	30	199	110	199	110 	-1 	7	//Zombier
482	63	30	151	108	155	86 	-1 	5	//Gladiator
483	63	30	143	77	143	77 	-1 	6	//Hell Gladiator
484	63	30	143	77	143	77 	-1 	8	//Butcher
